,index,title,dates,article,apply_date,ratio,up/down
584,584, 황금시장 막히나  속타는 기업 원유 수입 차질 땐 충격파 클 듯,2010.08.04 21:46,[ 리비아에 이어  이란 리스크 가 부각되면서 국내 업계가 바짝 긴장하고 있다  대량살상무기와 관련해 미국과 유럽연합 EU 이 우리나라에 이란 경제제재 동참을 요구함에 따라 수출이나 신규 공사 수주에 타격이 예상된다  우리나라 연간 원유 도입량의  가량을 차지하는 이란산 원유도 사실상 들여오기가 어려울 것으로 보여 파장이 예상된다   일 관련업계에 따르면 대림산업은 지난달 말부터 이란 공사현장의 금융거래를 이란 국책은행에서 주변국가의 은행으로 바꿨다  이란에 대한 국제적인 경제제재로 금융거래가 힘들게 됐기 때문이다  회사 관계자는  공사 선수금을 받은 만큼 당분간은 괜찮다 면서  제재가 장기화될 경우엔 대금결제나 신규 수주가 불투명한 상황 이라고 말했다   건설업계는 현재 분위기를 감안하면 당분간 이란에서 신규 공사 수주가 거의 불가능할 것으로 보고 있다  대림산업과 두산중공업 등  개사가 현지에서  건의 공사 계약액  억달러 를 하고 있지만 신규 수주활동은 아예 접었다  현대건설은 올초 진행 중인 공사가 마무리되면서 현지인  명만 연락사무소 형태로 남겨두고 이란 테헤란지사장을 알마티로 전보 발령했다  당장은 이란에서 신규 수주가 불가능할 것으로 내다봤기 때문이다   계약이 무산된 곳도 있다  GS건설은 지난해  월 이란 국영 석유공사의 자회사인 파스석유공사 POGC 가 발주한  억달러 규모의  사우스파  단계 가스탈황 프로젝트  공사를 수주했지만 경제제재로 인한 자금 회수의 어려움을 이유로 지난달 계약을 파기했다  GS건설은 지난해 준공된 사우스파  단계와  단계 사업의 유지 보수를 위해 국내 인력  여명만 현지에 남겨놓고 있다   이란은 지난해 우리 건설업체가  억 만달러어치를 수주한 세계  대 건설시장이다  해외건설협회 자료에 따르면 이란은 아랍에미리트연합 UAE 과 사우디아라비아  리비아  쿠웨이트에 이어 누적 건설수주액  억달러로  위에 올라 있다   코트라에 따르면 우리나라의 이란 직접수출 규모는 지난해  억달러로 중동에서 최대였다  UAE를 거쳐간 간접수출까지 합치면  억달러에 이른다  특히 이란산 원유 도입도 문제다  국내 원유 수입에서 이란이 차지하는 비중은 전체의  다  사우디아라비아  UAE  쿠웨이트에 이어  번째다  올 상반기만 해도 이란산 원유를  억 만달러어치 들여왔다  정유업계 관계자는  이란에서 수입하면 미국계 은행과 거래를 끊어야 하는 만큼 이란산 원유를 도입할 길이 사실상 막힌다 며  유사시에 중동의 다른 국가로 원유 도입선을 바꾸는 계획을 마련하고 있고 당장 큰 영향은 없을 것 이라고 말했다   우리나라의 제재 참여 여부에 따라 무역보복도 예상된다  이란은  년 당시 국제원자력기구 IAEA 의 이란 핵 결의안에 한국이 찬성했다는 이유로 이듬해  월까지 한국 제품 수입을 전면 금지한 바 있다 ],2010-08-05,-3.09,-1.0
585,585, 천투자 했더니 매달  만원  쏠쏠  노후대책으로 최고 ,2010.08.05 11:25,[ 노령화 시대에 누구나 재테크의 필요성을 알지만 그것을 실천하기가 쉽지가 않다  저금리  증시불안 등 안정된 고수익을 보장받기 쉽지 않은 이 때 재테크전문가들은 수익형부동산을 투자  순위로 꼽고 있다  요즘 APT 집값이 하향세를 보이면서  세 이상 베이비 세대의 APT  주택구입 수요는 하향하고 있으며  반면 노후를 대비하는  대의 연령층은 자산을 연금형식으로 매월 고수익을 받을 수 있는 수익형부동산에 관심이 더욱 높아지고 있는 추세이다   그 동안 최고의 재테크 수단으로 각광받았던 주택  APT의 가치가 위협 받는 상황에서 수익형부동산은 주택  APT 에 비해 세금부담이 없으며 매월 고정 월 수익이 나오기 때문에 투자자들의 수요가 급격히 증가하고 있다   수익형부동산은  또박또박  월세가 나오고 개인 소유의 점포로 권리금과 프리미엄의 시세차익까지 노려 한꺼번에 두 마리의 토끼를 잡을 수 있기 때문이다   특히 재테크전문가들은 상가 투자 시에 임대가 잘 맞춰져 운영 중인 상가인가  또한 시행사에서 임대수익을 확정지급 하는 곳인가  를 알고 투자해야한다고 말한다   재테크전문가들이 추천하는 최근  이슈 가 되는 곳은 서울특별시에서  조원 예산을 투입 개발되는 서남권지역의 중심상업지역에 임대가 맞춰져 있고 현재 영업 중인 국내최대규모의 아울렛백화점이 개별등기를 하며 연수익   확정지급을 하고 있어  화제 로 떠오르고 있다   화제가 되고 있는  주 나인스에비뉴는  회사보유분 특별분양 으로 일부 점포만을 한정 등기분양 하며  투자자들로  북새통 을 이루고 있는 가운데 투자자에게는 매월  만원 만원 까지 투자금액 분양가 의 연  의 확정수익금을 지급하기에 투자처로서 최고의 비전이 있다  최근 백화점들의 매출이 부쩍 늘어나고 있는 가운데  특히 명품 및 유명브랜드를   저렴하게 판매하는 아울렛 백화점이 나홀로 호황을 누리고 있다   국내최대규모의 메가아울렛백화점은 지하 층 지상 층 규모로 GS건설에서 책임준공 하였으며  분양가는  만원 만원까지 다양하고 실투자금액은 은행융자와 선지급금 년  을 받을 경우  만원대 만원대 정도의 자금만 있으면 층별로 다양한 투자가 가능하고  이미 오픈하였기에 바로 확정수익금을 지급하여 커다란 장점으로 부각되고 있다   특히 CGV영화관  애경백화점과 브릿지로 연결  원스톱 쇼핑이 가능하며  일본 중국 등의 동남아 관광객들의 발길이 연일 이어지고 있으며  일반 쇼핑몰처럼 개별 상인이 입점하여 운영하는 쇼핑몰 상가가 아닌 국내외 유명브랜드로 입점 된 아울렛 백화점이며 운영관리는  주 나인스쇼핑몰에서 직접 운영 관리하고 있다   나인스에비뉴 관계자는  현재 오픈과 함께 회사 보유분 직영분  일부만을 특별분양하고 있으므로 신청 접수하여 좋은 위치의 점포를 선점할 수 있다면  위치에 따라 향후 값어치가 상승하기 때문에 서둘러 신청하는 것이 그만큼 유리하다 고 관계자는 말한다   무엇보다 시행사에서 확정수익을 보장하고 있는 만큼  천만원대의 자금으로 어디에 투자할까 고민하는 투자자라면 투자 기회를 노려볼만하다   신청금은  만원이며 우리은행   예금주  주 나인스에비뉴로 접수를 받고 있다    신청 및 접수문의           본 자료는 정보제공을 위한 보도 자료입니다 ],2010-08-05,-3.09,-1.0
586,586, 이란 제재  도전 직면한 한국외교,2010.08.05 22:17,[ 이란과 미국 중 하나를 선택하라   지난  일 로버트 아인혼 미 국무부 대이란 대북 제재 조정관의 방한을 계기로 미국이 한국에 던진 메시지는  양자택일 이다   미국이 지난달  일 발효시킨  포괄적 이란 제재 법안 은 이란과 거래하는 외국의 기업 금융기관 개인은 미국과 거래를 끊어야 한다는 게 골자다  세계를 경영하는 미국 경제와 금융의 힘을 바탕으로 이란을 완전 고립시키겠다는 의도다  이란의 핵 개발을 지금 단계에서 저지하지 못하면 안된다는 강력한 의지가 드러나 있다   다른 나라와 마찬가지로 한국은 이미 유엔 안전보장이사회의 이란 제재결의  호와 미국의 포괄적 제재 법안으로 인해 수억달러의 피해를 보고 있다   지난해 이란과 천연가스개발 계약을 맺었던 GS건설은 계약을 포기했다  현대자동차와 현대상사도 이란 무역을 중단했고  국내 은행들도 이란과의 금융거래를 속속 끊고 있다   하지만 미국의 요구는 다른 차원이다  지금 한국의 피해는 누구나 지켜야 하는 유엔결의와  가만히 있어도 영향을 받을 수밖에 없는 미국법에 의해 발생하는 것이다  미국은 한발 더 나아가 한국에 독자적인 이란 제재 방안을 내놓으라고 압박한다  이란에 대해 적대감을 표시하고 미국의 편에 서겠다는 것을 공개적으로 밝히라는 주문이다   이미 유럽연합 EU 캐나다 호주 일본 등이 독자적 제재안을 내놓았다  이른바 미국의  핵심 동맹국 들이다  한국이 이 대열에 동참하지 못하면 미국과 가치를 공유하고 글로벌 이슈를 함께 고민하기로 한 동반자라는 칭호가 무색해진다   아이혼 조정관은 한국 방문에서 EU와 같은 수준의 독자 제재안을 마련할 것을 정부에 요구한 것으로 알려졌다  EU제재안은 유엔 결의보다 훨씬 강하다  아인혼 조정관은  일 도쿄에서 가진 기자회견에서도  일본 정부에 EU가 채택한 조치들을 검토할 것을 요청했다 고 말했다  일본이 부랴부랴 마련한 독자제재안이 성에 차지 않는다는 의미다   이스라엘 히브리대의 앨런 레프코위츠 교수는  일 워싱턴에서 열린 한 세미나에서  이란 핵문제가 한국에 가장 큰 도전 과제 중 하나가 될 것 이라고 지적했다  한국은 그동안 이란과 미국의 갈등에도 불구하고 이란에  균형적  입장을 유지하면서 수십억달러 규모의 교역을 해왔다  그는  한국이 이제는 경제적 대가를 치러야 할 정치적 결단의 시간이 왔다 고 지적하면서  한국이 그럴 준비가 됐는지 의문 이라고 말했다 ],2010-08-06,-2.42,-1.0
587,587,바크티아리 주한 이란 대사  추가 제재 동참땐 한국 중소기업이 최대 피해자 될 것 ,2010.08.09 22:24,[ 모하메드 레자 바크티아리 주한 이란대사 는  일  한국 정부가 이란에 대해 유엔 안전보장이사회 결의를 넘어서는  독자적인  추가 조치를 취한다면 우리도 가만히 앉아서 당하지는 않을 것 이라고 밝혔다   바크티아리 대사는 이날 서울 동빙고동 주한 이란대사관에서 한 경향신문과의 인터뷰에서  한국이 미국의 요구에 응해 추가 조치를 취한다면 가장 먼저 피해를 입게 되는 건 이란이 아니라 한국 중소기업들이 될 것 이라고 지적했다   그의 발언은 이달 초 로버트 아인혼 미국 국무부 북한 이란 제재 전담조정관의 방한 이후 공론화된 미국의 이란 제재 동참 요구와 관련  유엔 결의에서 더 나아가는 한국 측의 추가 조치에 대해 이란이 보복할 것임을 분명히 한 것이다   바크티아리 대사는 시종일관  법대로 와  시장원리 를 논거로 사용했다  그는 미국이 이란 핵 프로그램에 대해 독자 제재를 가하면서 핵심 우방국들에 동참할 것을 요구하는 행위 자체가 국제법 위반이라고 비난했다   우리는 이란의 평화적 핵 에너지 개발 프로그램을 제재하는 유엔 안보리 결의를 정당하다고 보지는 않는다 면서  하지만 그걸로도 모자라 미국이 우방국들에 우리를 압박하기 위해 추가적인 조치를 내놓으라고 요구하는 시도 자체는 명백한 불법 이라고 말했다  그런 맥락에서 그는  한국 등 유엔 회원국들은 제 국 미국 이 유엔 결의안에 포함되지 않은 행동을 요구해올 경우 이에 따를 법적 의무가 없다 고 밝혔다   국제법적 의무를 따지면 이란이 핵확산금지조약 NPT 을 위반하고 핵개발로 가고 있다는 국제사회의 의심도 거론될 수밖에 없다  그는  증거를 내놓으라 고 되물었다   미국과 유럽 사람들은 우리의 평화적 핵 에너지 개발 계획을 핵무기 개발 의도가 있다고 의심한다  하지만 아무도 견고한 증거를 제시하지 못하고 있다  국제원자력기구 IAEA  사찰단이 불시에 방문해서도 핵 개발로 가고 있다는 실질 증거를 찾아내지 못했다   한국 정부가 독자적인 이란 제재 조치를 내놓을 경우 벌어질 일에 대해 그는  시장원리에 충실해서 보자 고 답했다   한국 GS건설이  억달러 상당의 가스개발 프로젝트를 취소했지요  대신 들어오려고 경쟁하는 업체들은 세상에 많이 있습니다  한국의 대체재가 널려 있는 겁니다  이란의 잠재력과 이란이 한국사회에 주는 효용을 생각해 보세요  그는 굳이 중국 러시아 등 미국의 추가 이란 제재에 반대하면서 에너지원 확보에 혈안이 된 나라들을 거명하지는 않았다   바크티아리 대사는 미국 정부가 핵확산 거래 연루 의혹이 있다며 한국 측에 지점폐쇄를 요구해온 멜라트 은행 서울지점 문제도 반박했다  그는  멜라트 은행은  년대 초반 문을 연 뒤 건전한 거래에만 종사해 왔다 며  한국 금융당국이 몇 차례 조사했지만 어떤 잘못도 발견하지 못한 것으로 안다 고 말했다   북한과 이란 간 핵 미사일 기술 교환 의혹에 대해 바크티아리 대사는  핵무기 개발을 공식 선언한 북한과 평화적 이용을 주장하는 이란을 비교하지 말아달라 며  이란 북한 간에 정상적인 외교관계가 있지만 핵이나 미사일과 관련한 특별한 협력은 없다 고 말했다   한국 정부의 곤란한 처지를 이해하느냐고 물었다  그는  한국은 천안함 사건으로 한층 긴장된 남북관계에서 미국을 끌어들이고도 유엔에서 북한을 규탄하는 데 실패했다 며  이후 북한을 응징하는 양자 조치 차원에서도 미국의 신세를 너무 많이 진 것 같다  한국이 미국의 대이란 제재의 볼모가 된 셈 이라고 분석했다   바크티아리 대사는 아직 한국 정부 관리들과 이 문제로 대화할 기회는 없었다고 했다  그는  한국 정부가 신중하고 이성적인 결정을 내릴 수 있도록 조만간 금융감독원과 기획재정부의 관리들을 만나 멜라트 은행이 불법 행위에 연루된 적이 없다는 사정 등을 자세하게 설명할 예정 이라고 밝혔다   바크티아리 대사는 한국과 이란 사이의 긴장이 묻어나온 대화 내내 결연한 표정과 단호한 어조를 풀지 않았다  끝으로 할 말이 없느냐는 물음에 그는 한국 속담을 연상케 하는 말을 했다   친구는 힘들 때 등돌리지 않는 법입니다   년 전부터 비단길을 따라 교류했던 한국과 이란입니다  한국 제품과 한국 드라마를 좋아하는 이란 사람들이 어떤 감정을 가질지 생각해보길 바랍니다   그는 서울의  테헤란로  테헤란의  서울공원 과  서울교 는 영원히 우정을 변치 말자고 서로 이름붙인 것이라며  분간의 인터뷰를 맺었다 ],2010-08-10,0.26,0.0
588,588,미  이란 제재법  첫 적용 외국기업  곳 제재한다,2010.08.10 03:17,[ 미국은 지난달  일 발효시킨  포괄적 이란제재법 에 근거해 이란과 거래한 외국기업  개에 대한 제재를 이달 안에 발표할 것으로 알려졌다  미국이 이란을 제재하기 위한 자국법에 의해 제 국 기업을 처벌하는 첫번째 사례가 될 것으로 보여 제재 대상 기업과 미국의 제재 내용 수위 등에 관심이 쏠리고 있다   제재 대상은 이란에 가솔린을 수출하거나 정유시설에 대한 투자 관련 기술 수출 등에 관여한 기업이 될 것으로 보인다  제재 기업과 소속 국가에 대해서는 알려지지 않았다  미국의 포괄적 이란제재법은 제재 대상이 된 이란의 단체 기업 개인과 거래한 외국 기업에 대해 미국의 외환시장과 금융시스템에서 배제하는 등의 제재 조치를 가하도록 규정하고 있다   미 의회 산하의 회계감사원 GAO 은 지난  월 발표한 보고서에서 이란의 석유화학 산업 분야에 참여하고 있는 외국기업이 대외적으로 알려진 곳만  개에 달한다고 지적했다  이 중  개 기업이 미국 정부와도 계약을 체결했으며  한국 기업 중에는 대림건설 현대중공업 GS건설 등이 포함됐다   미국의 이 같은 방침은 이란 제재에 동참하는 나라들을 늘리는 동시에 미국의 포괄적 이란제재법을 노골적으로 무시하고 있는 중국 러시아에 대해 강력한 메시지를 보내기 위한 것으로 보인다   외교소식통은  미국은 국제사회에 이란에 대한 제재에 적극 동참하도록 유도하는 동시에 중국 러시아 등에 대해서도 미국의 이란 제재에 대한 단호한 의지를 보여 주기를 원한다 고 말했다   중국과 러시아는 지난  월 유엔 안전보장이사회의 대이란 제재 결의  호에 대해서는 찬성했지만  미국이 추가적으로 발효한 국내법에 의해 이란을 제재하는 것에는 반대하고 있다   다른 외교소식통은  미국은 유엔결의를 준수하지 않고 이란 제재에 동참하지 않으면 심각한 피해를 볼 수 있다는 것을 증명하려 할 것 이라고 말했다   그는  첫번째 제재 대상에 대한 처벌 수위가 갖는 의미는 매우 크다 고 말해 미국의 이번 조치가 이란 제재의 성패를 좌우할 분수령이 될 것임을 시사했다   미국의 처벌이 미미할 경우 이미 제재에 참여한 동맹국들을 동요하게 만들고 제재 참여를 망설이고 있는 나라들에도 부정적 영향을 줄 수 있다는 점에서 강한 제재가 나올 가능성이 높다는 분석이다 ],2010-08-10,0.26,0.0
589,589, 전기끊긴 두리반  시민단체  인권위에 구제신청,2010.08.13 17:33,[ 단전을 당한 국수집에 대한 전기공급이 시민사회 단체의 현안으로 떠오르고 있다   서울 마포구 지하철 홍대입구역 주변의 철거예정 건물에 위치한 칼국수 가게  두리반 은  일자로 강제 단전  일째를 당했다   현재 이 지역을 재건축하는 남전디앤씨의 압력으로 한전은 두리반 전기공급을 중단한 상태다  이 회사는 한국전력과 마포구청  마포경찰서  도심공항철도공사 시행사업자 등에게  두리반이 전기를 훔쳐 쓰고 있으며 만약 도전을 방조하고 있다면 고소하겠다 는 공문을 내용증명으로 보낸 것으로 언론을 통해 확인됐다   두리반은 마포구청에서 전기공급을 요구해 발전기는 제공 받았으나 기름이 없어 발전기를 사용하지 못하고 있다  기름공급에 대해 구청 측은  사인간의 갈등이 원인 이라는 이유를 들어 난색을 표하고 있는 것으로 전해졌다   두리반은 작년  월  일 제대로 된 보상도 없이 철거될 상황에서 농성에 들어간 이후 홍대의 인디 뮤지션을 중심으로 예술가들이 가게 주위에서 공연을 벌여 가게를 지켰다  또 다음 아고라에  두리반 단전 사태 관련 아고라 청원 및 국민서명 이 이뤄지고 있다   이 과정에서 이 국수 가게는  작은 용산 이라는 호칭이 붙었고 인권활동가를 중심으로 시민사회의 주목을 받게 됐다   시민단체들은 두리반 단전에 대해 지난  일 국가인권위에 긴급 구제신청을 한 상태다   두리반 철거 반대 대책위원회 와  국가인권위 제자리 찾기 공동행동 은 이날 서울 중구 인권위 앞에서 기자회견을 갖고  인권위는 두리반 단전으로 인한 인권침해에 대해 즉각 사과하고 긴급구제를 결정하라 고 촉구했다   두리반이 속한 건물은  년 건설사에 팔린 상태로 이와 관련해 인근 상가 세입자들과 함께 소송을 냈지만  심과 항소심에서 잇따라 패소했다  패소 이유는 경전철역 공사가 현행법상  지구단위계획구역 사업 에 속해 영업과 시설투자 보상 대상에서 제외된다는 이유에서였다   국수가게 두리반과 맞서고 있는 남전디앤씨는 GS건설의 시행사로 알려졌다 ],2010-08-16,-0.54,0.0
590,590, 월 아파트 분양 크게 줄어  전국  만 가구,2010.08.22 21:22,[ 월 신규 분양될 아파트 물량이 큰 폭으로 줄어들 전망이다   일 닥터아파트에 따르면  월 분양 예정인 아파트 주상복합 포함 는 전국  개 단지  만 가구로 집계됐다  이는 전년 같은 기간에 비해   감소한 것이다   서울은 재개발 재건축 사업장에서 분양 물량이 나오고 있다  성북구에서는 SK건설이 삼선 구역을 재건축한  삼선 SK뷰 를  가구 일반 분양한다  SK건설은 강남구 역삼동 개나리 차도 재건축해  가구 중    가구를 분양할 예정이다   삼성물산과 대림산업도 서초구 반포동 삼호가든 차를 재건축해 이 가운데    가구를 분양한다  후분양단지로 입주는  월이다  GS건설은 아현 구역을 재개발해    가구를 분양할 방침이다   수도권에선 남양주 별내  성남 판교  의왕 내손  의정부 민락 지구 등에서 분양이 이뤄진다  판교의 경우 첫 주상복합 물량이 예정되어 있다  호반건설은 C 블록에 전용면적  의 판교신도시 첫 주상복합아파트  가구를 선보인다  대림산업은 의왕시 내손동  번지 일대에 짓는 의왕내손 e편한세상  가구를 일반 분양한다   LH는 의정부 민락 지구에 의정부 민락  휴먼시아를 공급한다  B 블록은    가구  B 블록은    가구가 각각 분양에 들어간다  우미건설은 남양주시 별내지구 A 블록에    가구를 분양할 계획이다  A 블록은 별내지구 남쪽에 위치해 있으며 경춘선 복선전철 별내역 년 개통예정 에서 가깝다  중대형이지만 별내지구는 보금자리 공급에도 불구하고 민간 건설사들의 청약 성적이 좋았던 곳이다   STX건설은 수원시 이목동  번지 일대에    가구를 공급한다  부지 남쪽으로 천천지구가 있다  용인 신갈동에서는 포스코건설이 신갈주공을 재건축해    가구를 일반분양으로 내놓는다  인천은 동부건설이 계양구 귤현동  번지 일대에 준비하는 재건축 단지    가구가 유일한 분양 물량이다  지방에서는 부산협성르네상스  대구 화성파크드림 등이 분양된다  대전 도안신도시를 비롯해 대구 침산동  부산 정관신도시  청주 율랑 지구 등도 분양에 나선다 ],2010-08-23,3.03,1.0
591,591,GS그룹 전자입찰 등 공정거래 기반 조성,2010.08.30 21:43,[ GS그룹은 거래대금 현금결제 및 협력회사 지원을 위한 펀드 조성  네트워크론과 경영지원금 제도 운영  계약 및 하자이행 보증 면제 등을 통해 협력회사의 원활한 자금흐름을 지원하고 있다  특히 전자입찰계약제도를 도입해 가격을 공정하게 결정하는 등 협력업체와의 공정거래를 위한 기반을 조성하고 있다   협력회사 기술경진대회  신기술 공동개발  신상품 공동기획 및 공동마케팅 등을 통해 협력업체가 기술력을 확보하는 데도 도움을 주고 있다  협력업체 차기 최고경영자 교육 및 현장소장 교육  컨설팅 지원 등을 통해 이들 업체의 경영능력을 높이는 프로그램도 마련돼 있다   허창수 회장도  협력업체에 대한 상호 존중과 배려의 정신이 GS의 경쟁력으로 이어진다 며 협력업체와의 상생을 독려하고 있다   주력 계열사인 GS칼텍스는 현금결제  장기계약  기술 및 컨설팅 지원 외에 우월적 지위를 이용한 부당한 행위를 하지 않도록 회사 윤리규범에 명시했다  상생펀드에  억원을 출연해 협력회사의 은행대출 시 이자 부담을 경감해주는 방안을 추진 중이다  GS건설은 신한은행 및 하나은행과  중소협력회사 자금지원을 위한 업무 협약식 을 갖고  억원의 협력업체 지원용 자금을 마련했다 ],2010-08-31,0.35,0.0
592,592,삼성물산  용산개발 경영권 포기,2010.08.31 21:32,[ 삼성물산이 용산국제업무지구 개발사업의 경영권을 포기하기로 했다  코레일은 신규 투자자를 모집한 뒤 사업을 추진할 계획이지만 어려운 업계 현실을 감안하면 투자자 모집이 쉽지 않을 것으로 보인다  기존 주주들의 증자를 통한 자금난 해소 방안이 거론된다   삼성물산은  일 보유 중인 용산역세권개발 AMC  지분  약  억 만원 를 롯데관광개발과 코레일에 넘기겠다는 내용의 공문을 드림허브 이사회 측에 전달할 예정이라고 밝혔다  AMC는 용산역세권사업을 추진하는 회사다   삼성물산의 이 같은 방침은 코레일과 드림허브 이사회가  삼성을 배제한 채 사업을 추진할 테니 AMC 지분을 전량 양도하라 며  월 일까지 최종 입장을 통보해달라고 요구한 데 따른 것이다  코레일은 삼성물산이 지분 양도를 거부하면  월 일 열리는 주주총회에서 강제 해지 절차를 밟을 예정이었다  이는 삼성이 코레일 제안을 거부하더라도 특별주총에서 표 대결로 경영권을 박탈당할 가능성이 높기 때문이다   삼성물산은 드림허브 지분  만 가진 소액주주 및 단순 시공 참여회사로 남게 됐다  삼성물산은 개발사업의 주요 의사결정에서 제외되지만 용산기지창 철도시설 이전공사와 토양오염 정화사업 등 이미 수주한  억원 규모의 공사와  개 건설투자자에 배정되는  억원 규모의 시공권은 유지하게 된다   코레일은 오는  일 새로운 건설투자자 모집공고를 내고  일 사업설명회를 연다  코레일 관계자는  건설사 컨소시엄을 이끌며 지급보증을 통해  조원 규모의 자금조달 능력을 갖춘 기업을 물색 중 이라고 말했다  코레일은 건설투자자 지급보증으로 자금조달이 이뤄지면 예정대로  조 억원 규모의 용산역세권 랜드마크 빌딩을 선매입할 방침이다   그러나 신규 건설사의 참여는 쉽지 않은 상황이다  사업을 주도할 만한 현대 대우건설은 이미 여러 건의 프로젝트파이낸싱 PF 사업에 발목이 잡혀 있다  한 업계 관계자는  현대건설은 숭의운동장 PF를 비롯해 동남권유통단지와 안산돔구장사업 등을 추진해야 하는 데다 인수합병 이슈가 있다 면서  대우건설 역시 상암DMC랜드마크 사업을 안고 있어 힘들지 않겠느냐 고 말했다   그나마 가능성이 있는 것은 기존 건설투자자가 출자 규모를 늘리는 형태의 사업구조 전환이다  삼성을 제외한 GS건설과 현대산업개발  금호산업  포스코건설  롯데건설  SK건설이  씩 삼성 지분을 인수하는 형태다 ],2010-09-01,1.4,0.0
593,593,허창수 회장   년 연속 남촌재단에 사재 출연,2010.08.31 21:43,[ 허창수 GS 회장이  년 연속 남촌재단에 사재를 출연했다  GS건설은  일 허 회장이 재단법인 남촌재단에 개인이 보유하고 있는 GS건설 주식  만 주를 출연했다고 밝혔다  지난  일 종가 기준으로 약  억원 규모다  허 회장의 사재 출연은 이번이 다섯 번째로  자신이 가진 GS건설 주식 총  만 주를 재단에 기부했다  현금화하면  억원 상당에 이른다 ],2010-09-01,1.4,0.0
594,594,판교  월든힐스  타운하우스 선착순 분양  ,2010.09.05 21:41,[ 한국토지주택공사 LH 가 경기 성남시 판교신도시에 짓는 고급 타운하우스 월든힐스를 선착순 분양한다   가구 규모인 월든힐스는  월 첫 청약에서 최고   대  의 높은 경쟁률을 기록했지만 잔여 물량이 있다  연립주택은 총  개 블록으로  블록은 분양이 끝났다   블록에서  가구   블록에서  가구의 계약자를 모집 중이다     청림  용인 미다스   단지 택지 분양   청림종합건설은 경기 용인시 원삼면 좌항리   일대  만  규모의  용인 미다스 전원마을   단지 전원주택 택지를 분양한다  미다스 전원마을은 전망이 좋고 양지 나들목에서  분 거리여서 서울로  분대에 출퇴근이 가능하다   단지 필지별 면적은  다  분양가는  당  만 만원으로 선착순 수의계약을 한다   가구가 들어서는 단지로 현재  여가구가 거주하고 있다  회사 측은 경비실  공원  인도어골프연습장  체육시설  산책로 등을 확충할 예정이다     하남 풍산지구  트윈렉스  오피스텔   태성산업개발은 경기 하남 풍산지구 중앙공원 옆  트윈렉스   차 오피스텔을 신규 분양한다  지하  층  지상  층 규모로 총  실이며  공급면적  부터  까지 소형으로 구성돼 있다  지하철  호선 하남 연장선 이 예정돼 있다  중앙대 제 캠퍼스가 인근에 들어선다  주변에 이마트와 중앙공원  하남문화예술회관  나룰도서관  미사리체육여가공원  하남종합운동장  미사리조정경기장이 있다  분양가는  당  만원선으로 분양권 전매 및 중도금 전액 무이자 대출이 가능하다  연   확정 보장으로 임대보장 확약서를 발급해준다   년  월 입주 예정이다     광주시 태전동 우림필유 잔여물량   우림건설은 경기 광주시 태전동에서 우림필유 잔여 가구를 분양 중이다  지하  층  지상  층  개동 규모로  형  가구   형  가구   형  가구   형  가구   형  가구   형  가구 등 총  가구다  성남 장호원 고속도로와 성남 여주 복선전철이 개통될 예정이다  발코니 무료 확장과 입주 후  년간 대출이자 대납 등을 지원한다  취득 등록세도 지원해준다  계약금 정액제를 통해  형은  만원   형은  만원  펜트하우스 는  만원으로 계약이 가능하다     부산 연산동 자이갤러리  퓨전 국악 한마당   GS건설은  월 초 부산 연산동에 있는 연산 자이갤러리에서  퓨전 국악 한마당 을 마련한다  국악인 김덕수씨의 제자들로 이루어진 퓨전 코리아의  퓨전 국악 한마당 에서는 흥겨운 놀이마당과 비보이 공연  동양풍 재즈와 섞인 색다른 국악을 포함해 다채로운 공연이 펼쳐질 예정이다  가을에는 서울 서교동에 있는 서교 자이갤러리를 비롯해 대치 자이갤러리  부산 연산 자이갤러리에서 재즈와 클래식 콘서트 등 다채롭고 풍성한 문화행사를 마련할 계획이다 ],2010-09-06,-0.23,0.0
595,595, 년  월  일,2010.09.09 21:42,[ 이영훈 효덕개발 주  전무 부인상  상욱 한양대 철학과 교수 정욱 삼성SDI 책임연구원 상묵 덕성여대 경영학과 교수 모친상 일 오후  시 서울아산병원  발인  일 오전  시 분    권성근 전 공군작전사령관 부인상  태신 전 국무총리실장 세란 대림대 교수 정란 코렘어학원 교육원장 모친상 일 삼성서울병원  발인  일 오전  시    안영인 SBS 보도국 사회 부 차장 부친상 일 오전  시 분 충남 부여노인병원  발인  일 오전  시    정인섭 서울대 교수 인혁 성원농원 대표 모친상 일 오전  시 분 삼성서울병원  발인  일 오전  시 분    하진욱 순천향대 교수 진헌 정진빌딩 대표 진석 신라호텔 팀장 경림 가원중 교사 부친상  박찬동  주 씨디디스플레이 대표이사 이재현 연세대 아이스하키 감독 장인상 일 오전  시 분 삼성서울병원  발인  일 오전  시    동호림 GS건설 상무 학림 기업은행 부장 모친상 일 오전  시 분당 서울대병원  발인  일 오전  시  ],2010-09-10,2.36,1.0
