index,dates,title,article,date,time,apply_date,up/down
659,2021-02-04 16:07,GS건설  보통주당  원 현금배당 결정,  [아시아경제 박지환 기자] GS건설은  일 보통주당  원의 현금배당을 결정했다고 공시했다  이번 배당의 총액은  억원 규모이다 박지환 기자 pjhyj asiae co kr   년 신축년  신년운세와 토정비결은  발 빠른 최신 뉴스  네이버 메인에서 바로 보기    무료취업교육 핀테크 AI 훈련정보 보기 경제를 보는 눈  세계를 보는 창 아시아경제 무단전재 배포금지 ,2021-02-04,16:07:00,2021-02-05,-1
660,2021-02-04 16:12,[시그널] 자이에스앤디  억원 유상증자 결정 GS건설도  억 출자, 신주  만주 발행예정 발행가격 주당  원[서울경제] GS 건설의 자회사 자이에스앤디 가  억원 규모 유상증자를 결정했다  GS건설은 이번 유상증자에 참여해  억원을 투자할 예정이다 일 자이에스앤디는  억원 규모 유상증자를 진행하는 안건을 이날 이사회를 통해 결의했다고 밝혔다  이번 증자는 구주주에 주식을 배정한 후 실권주를 일반 공모하는 형태다  자이에스앤디의 신주 발행 규모는  만주다  예정 발행 가격은  원으로 오는  월  일 최종 가격을 확정할 예정이다  대표 주관사는 한국투자증권이다 최대주주인 GS건설도 증자에 참여한다  GS건설은 자이에스앤디 지분  를 보유하고 있다  GS건설의 투자규모는 약  억원으로 예정돼 있다 조윤희 기자 choyh sedaily com  상위   투자자 픽  [주식 초고수는 지금]  겜알못  이제는 겜잘알  [오지현의 하드캐리]  네이버 채널에서  서울경제  구독해주세요 저작권자   서울경제  무단 전재 및 재배포 금지 ,2021-02-04,16:12:00,2021-02-05,-1
661,2021-02-04 16:35,GS건설  주당  원 현금배당 결정,  [헤럴드경제 증권부] GS건설은 보통주  주당  원의 현금 결산배당을 결정했다고  일 공시했다 시가배당율은  이며 배당금총액은  억 만원이다 totoro heraldcorp com 환경적 대화기구  헤럴드에코 밀리터리 전문 콘텐츠  헤밀 헤럴드경제 네이버 채널 구독  Copyrights   헤럴드경제   heraldbiz com  무단 전재 및 재배포 금지  ,2021-02-04,16:35:00,2021-02-05,-1
662,2021-02-05 10:55,GS건설  송도자이 크리스탈오션 통해  The 자이로움  선봬, 최근 부동산 규제 강화가 지속되면서 실거주 위주로 수요자들이 재편된 데다 실내 생활시간이 급증하고 있어 생활의 편리함을 누리면서 동시에 고급감까지 누릴 수 있는 아파트의 인기는 더욱 가중되고 있다 이러한 가운데 GS건설이 송도국제도시에 공급하는 송도자이 크리스탈오션을 통해 우수한 마감재와 최신식 설비를 선보여 수요자 선택의 폭을 넓힐 예정이라 예비 청약자들의 관심이 집중되고 있다 GS건설은  The 자이로움 이라는 슬로건을 앞세워 트렌드를 반영한 고품격 인테리어 공간을 선보일 계획이다  마감 특화로는 벽체 친환경 시트패널과 이탈리아산 포셀린타일  조명 특화  천장 시트판넬 등 유상 옵션 을 선택할 수 있으며  견고함과 감성이 돋보이는 주방 특화 패키지 유상 옵션 나 욕실옵션 패키지 유상 옵션 를 적용할 수 있다  주방 특화 패키지는 나인원 한남  아크로 서울 포레스트 등 서울 강남 및 수도권 다수의 고급 주거시설에 적용돼 수요자들의 호응을 얻었던 독일 수입 가구 브랜드 라이히트 LEICHT 와 노빌리아 nobilia 가 협업을 준비하고 있다  또한  욕실패키지는 리조트 시설 및 하이 라이즈 레지던트 시설 등에 인테리어를 맡았던 미국 키친앤바스의 대표 브랜드 콜러 KOHLER 가 품격 있는 내부 인테리어를 선보여 합리적인 가격으로 입주민들의 기호에 따른 커스터마이징을 할 수 있을 전망이다 송도자이 크리스탈오션에는 높은 등급의 자작나무 사용으로 높은 안정성을 보이는 조르다노의 원목마루도 선택이 가능하다  조르다노의 원목마루는 바닥에 난방을 사용하는 한국의 특수한 온돌문화에 최적화돼 고급 프로젝트에 사용되는 원목마루로 평가받고 있다  여기에 GS건설 자이 만의 다양한 시스템 설비도 눈길을 끈다  우선 각 세대에는 인공지능 스피커를 연동해 IoT 생활가전을 제어하고 생활 및 귀가를 돕는 자이 스마트홈 시스템이 설치된다  이를 통해 세대 내 미세먼지와 이산화탄소 농도에 따라 작동하는 시스클라인 유상 옵션  조명  난방 등 제어가 가능할 전망이다  또한  자이 에너지 관리 시스템이  시간 스스로 작동해 전기  가스  수도 등 사용량을 체크 및 관리해 주고 세대 내 각 실별 난방온도를 조절해 에너지를 절감할 수 있도록 도울 예정이다  이 밖에도 스마트폰을 이용하면 자이앱 솔루션을 활용해 외출해서도 집을 제어할 수 있으며  블루투스 연동 시 공동 현관문 및 엘리베이터가 자동으로 작동하는 스마트패스로 생활의 편리함을 누릴 수 있다  GS건설 분양 관계자는  강남을 비롯해 고급 주택에 반영돼 선호도가 높았던 수입 가구와 자재들을 송도자이 크리스탈오션에서도 만날 수 있어 실수요자들의 문의가 꾸준히 늘고 있는 상황 이라면서  여기에 GS건설만의 편리한 주거생활 시스템이 시너지를 일으켜 한층 더 품격 있는 삶을 누릴 수 있을 것 이라고 말했다  이처럼 뛰어난 설계와 상품성을 갖춰 수요자들의 이목을 끈  송도자이 크리스탈오션 은 송도국제도시 랜드마크시티지구 A BL 일원에 지하  층 지상  층   개 동 아파트  개 동  테라스하우스  개 동  총  가구 규모로 조성되며  전용  의 중대형 면적 위주로 공급된다 단지 내에는 축구장 약  배 크기 규모의 조경이 조성되며  최근 착공 소식을 전한 송도 최대 규모 해안산책로 랜드마크시티  호 수변공원이 단지 내 중앙광장 가칭 과 직접 연결된다  워터프론트 호수  잭니클라우스GC   호 근린공원 등 풍부한 자연환경도 인접해 있어 쾌적한 주거환경도 자랑한다 게다가 랜드마크시티 지구 내에서도 아름다운 서해바다와 인천대교를 집 안에서 감상할 수 있는 입지에 들어설 예정이라  조망 특화 배치를 적용해 전 타입 일부 저층 세대 제외 에서 바다 조망이 가능하도록 설계했다  송도 최초로 설계되는  층 스카이 브릿지 커뮤니티에 마련되는 선셋라운지  북살롱 등에서도 이러한 풍경을 누릴 수 있을 전망이다 한편  송도자이 크리스탈오션은 오는  일부터  월  일까지 견본주택에서 정당 계약을 진행한다  입주 예정일은  년  월이다 [디지털콘텐츠국 최은화]   경제  위  매일경제  네이버에서 구독하세요  이 제품은  이렇게 만들죠  영상으로 만나요  부동산의 모든것  매부리TV 가 펼칩니다[  매일경제   mk co kr  무단전재 및 재배포 금지] ,2021-02-05,10:55:00,2021-02-05,-1
663,2021-02-05 10:55,GS건설  송도자이 크리스탈오션 통해  The 자이로움  선봬, 최근 부동산 규제 강화가 지속되면서 실거주 위주로 수요자들이 재편된 데다 실내 생활시간이 급증하고 있어 생활의 편리함을 누리면서 동시에 고급감까지 누릴 수 있는 아파트의 인기는 더욱 가중되고 있다 이러한 가운데 GS건설이 송도국제도시에 공급하는 송도자이 크리스탈오션을 통해 우수한 마감재와 최신식 설비를 선보여 수요자 선택의 폭을 넓힐 예정이라 예비 청약자들의 관심이 집중되고 있다 GS건설은  The 자이로움 이라는 슬로건을 앞세워 트렌드를 반영한 고품격 인테리어 공간을 선보일 계획이다  마감 특화로는 벽체 친환경 시트패널과 이탈리아산 포셀린타일  조명 특화  천장 시트판넬 등 유상 옵션 을 선택할 수 있으며  견고함과 감성이 돋보이는 주방 특화 패키지 유상 옵션 나 욕실옵션 패키지 유상 옵션 를 적용할 수 있다  주방 특화 패키지는 나인원 한남  아크로 서울 포레스트 등 서울 강남 및 수도권 다수의 고급 주거시설에 적용돼 수요자들의 호응을 얻었던 독일 수입 가구 브랜드 라이히트 LEICHT 와 노빌리아 nobilia 가 협업을 준비하고 있다  또한  욕실패키지는 리조트 시설 및 하이 라이즈 레지던트 시설 등에 인테리어를 맡았던 미국 키친앤바스의 대표 브랜드 콜러 KOHLER 가 품격 있는 내부 인테리어를 선보여 합리적인 가격으로 입주민들의 기호에 따른 커스터마이징을 할 수 있을 전망이다 송도자이 크리스탈오션에는 높은 등급의 자작나무 사용으로 높은 안정성을 보이는 조르다노의 원목마루도 선택이 가능하다  조르다노의 원목마루는 바닥에 난방을 사용하는 한국의 특수한 온돌문화에 최적화돼 고급 프로젝트에 사용되는 원목마루로 평가받고 있다  여기에 GS건설 자이 만의 다양한 시스템 설비도 눈길을 끈다  우선 각 세대에는 인공지능 스피커를 연동해 IoT 생활가전을 제어하고 생활 및 귀가를 돕는 자이 스마트홈 시스템이 설치된다  이를 통해 세대 내 미세먼지와 이산화탄소 농도에 따라 작동하는 시스클라인 유상 옵션  조명  난방 등 제어가 가능할 전망이다  또한  자이 에너지 관리 시스템이  시간 스스로 작동해 전기  가스  수도 등 사용량을 체크 및 관리해 주고 세대 내 각 실별 난방온도를 조절해 에너지를 절감할 수 있도록 도울 예정이다  이 밖에도 스마트폰을 이용하면 자이앱 솔루션을 활용해 외출해서도 집을 제어할 수 있으며  블루투스 연동 시 공동 현관문 및 엘리베이터가 자동으로 작동하는 스마트패스로 생활의 편리함을 누릴 수 있다  GS건설 분양 관계자는  강남을 비롯해 고급 주택에 반영돼 선호도가 높았던 수입 가구와 자재들을 송도자이 크리스탈오션에서도 만날 수 있어 실수요자들의 문의가 꾸준히 늘고 있는 상황 이라면서  여기에 GS건설만의 편리한 주거생활 시스템이 시너지를 일으켜 한층 더 품격 있는 삶을 누릴 수 있을 것 이라고 말했다  이처럼 뛰어난 설계와 상품성을 갖춰 수요자들의 이목을 끈  송도자이 크리스탈오션 은 송도국제도시 랜드마크시티지구 A BL 일원에 지하  층 지상  층   개 동 아파트  개 동  테라스하우스  개 동  총  가구 규모로 조성되며  전용  의 중대형 면적 위주로 공급된다 단지 내에는 축구장 약  배 크기 규모의 조경이 조성되며  최근 착공 소식을 전한 송도 최대 규모 해안산책로 랜드마크시티  호 수변공원이 단지 내 중앙광장 가칭 과 직접 연결된다  워터프론트 호수  잭니클라우스GC   호 근린공원 등 풍부한 자연환경도 인접해 있어 쾌적한 주거환경도 자랑한다 게다가 랜드마크시티 지구 내에서도 아름다운 서해바다와 인천대교를 집 안에서 감상할 수 있는 입지에 들어설 예정이라  조망 특화 배치를 적용해 전 타입 일부 저층 세대 제외 에서 바다 조망이 가능하도록 설계했다  송도 최초로 설계되는  층 스카이 브릿지 커뮤니티에 마련되는 선셋라운지  북살롱 등에서도 이러한 풍경을 누릴 수 있을 전망이다 한편  송도자이 크리스탈오션은 오는  일부터  월  일까지 견본주택에서 정당 계약을 진행한다  입주 예정일은  년  월이다 [디지털콘텐츠국 최은화]   경제  위  매일경제  네이버에서 구독하세요  이 제품은  이렇게 만들죠  영상으로 만나요  부동산의 모든것  매부리TV 가 펼칩니다[  매일경제   mk co kr  무단전재 및 재배포 금지] ,2021-02-05,10:55:00,2021-02-05,-1
664,2021-02-09 9:52,GS건설  북수원자이 렉스비아   월 분양, 북수원자이 렉스비아 조감도 [파이낸셜뉴스] GS건설이 오는  월 수원에  가구가 넘는 대단지 자이 Xi  아파트를 선보인다  인덕원 동탄선 신수원역 이  년 개통 호재에  수원 유명 학원가인 정자동 학원가도 가까워 실수요자들의 관심이 집중되고 있다    GS건설은 경기도 수원시 장안구 정자동   일대 들어서는 북수원자이 렉스비아를  월 분양할 예정이라고  일 밝혔다    수원시  구역 정자지구 을 재개발하는 북수원자이 렉스비아는 지하  층 지상 최고  층  개 동 총  가구의 대단지 아파트다  이 가운데 전용면적    가구가 일반분양 되며  전용면적 별로는    가구    가구    가구    가구    가구 등이다    북수원자이 렉스비아의 단지 명으로 쓰인  렉스비아 는 라틴어로 임금  왕이라는 뜻을 가진  렉스 Rex 와 길  도로의 의미를 지닌  비아 Via 의 합성어다  주변이 조선 말기 정조대왕이 수원을 행차할 때 오갔던 길이라는 뜻에서 따왔다    북수원자이 렉스비아는  년 개통 예정인 인덕원 동탄 복선전철 북수원역을 도보로 이용할 수 있다  사당역과 강감역 등을 환승을 통해 빠르게 이동할 수 있다  또 인근에 지하철  호선 성균관대역이 있고  경수대로 번 국도  영동고속도로 북수원 IC  등 광역교통망도 잘 갖춰져 있다    파장초  다솔초  천천초  천천중  천천고 등 학교를 도보로 이용 가능하며  수원 유명 학원가인 정자동 학원가도 가까워 교육환경이 양호하다는 평가다   년 개장 예정인 스타필드수원도 있어 대형 호재로 떠오른다    GS건설 분양 관계자는  수원지역에  가구가 넘는 대단지 자이 아파트를 단독으로 공급하는 것은 이번이 처음 이라며  북수원자이 렉스비아를 수원 북부 관문에 위치한 랜드마크가 될 수 있도록 평면 및 마감재뿐만 아니라 단지 내 조경  커뮤니티시설 등을 차별화에 심혈을 기울이겠다 고 말했다    견본주택은 현장 내 마련되며  입주는  년 말 예정이다    GS건설  청약  분양  자이  원  북수원자이  렉스비아   hoya fnnews com 김동호 기자     헉  소리나는 스 토리 뉴스 [헉스]   아는 척 하고 싶은 당신을 위한 [두유노우]  날로먹고 구워먹는 금융이슈 [파인애플]    저작권자   파이낸셜뉴스  무단 전재 재배포 금지 ,2021-02-09,9:52:00,2021-02-09,0
665,2021-02-09 9:52,GS건설  북수원자이 렉스비아   월 분양, 북수원자이 렉스비아 조감도 [파이낸셜뉴스] GS건설이 오는  월 수원에  가구가 넘는 대단지 자이 Xi  아파트를 선보인다  인덕원 동탄선 신수원역 이  년 개통 호재에  수원 유명 학원가인 정자동 학원가도 가까워 실수요자들의 관심이 집중되고 있다    GS건설은 경기도 수원시 장안구 정자동   일대 들어서는 북수원자이 렉스비아를  월 분양할 예정이라고  일 밝혔다    수원시  구역 정자지구 을 재개발하는 북수원자이 렉스비아는 지하  층 지상 최고  층  개 동 총  가구의 대단지 아파트다  이 가운데 전용면적    가구가 일반분양 되며  전용면적 별로는    가구    가구    가구    가구    가구 등이다    북수원자이 렉스비아의 단지 명으로 쓰인  렉스비아 는 라틴어로 임금  왕이라는 뜻을 가진  렉스 Rex 와 길  도로의 의미를 지닌  비아 Via 의 합성어다  주변이 조선 말기 정조대왕이 수원을 행차할 때 오갔던 길이라는 뜻에서 따왔다    북수원자이 렉스비아는  년 개통 예정인 인덕원 동탄 복선전철 북수원역을 도보로 이용할 수 있다  사당역과 강감역 등을 환승을 통해 빠르게 이동할 수 있다  또 인근에 지하철  호선 성균관대역이 있고  경수대로 번 국도  영동고속도로 북수원 IC  등 광역교통망도 잘 갖춰져 있다    파장초  다솔초  천천초  천천중  천천고 등 학교를 도보로 이용 가능하며  수원 유명 학원가인 정자동 학원가도 가까워 교육환경이 양호하다는 평가다   년 개장 예정인 스타필드수원도 있어 대형 호재로 떠오른다    GS건설 분양 관계자는  수원지역에  가구가 넘는 대단지 자이 아파트를 단독으로 공급하는 것은 이번이 처음 이라며  북수원자이 렉스비아를 수원 북부 관문에 위치한 랜드마크가 될 수 있도록 평면 및 마감재뿐만 아니라 단지 내 조경  커뮤니티시설 등을 차별화에 심혈을 기울이겠다 고 말했다    견본주택은 현장 내 마련되며  입주는  년 말 예정이다    GS건설  청약  분양  자이  원  북수원자이  렉스비아   hoya fnnews com 김동호 기자     헉  소리나는 스 토리 뉴스 [헉스]   아는 척 하고 싶은 당신을 위한 [두유노우]  날로먹고 구워먹는 금융이슈 [파인애플]    저작권자   파이낸셜뉴스  무단 전재 재배포 금지 ,2021-02-09,9:52:00,2021-02-09,0
666,2021-02-09 13:00,GS건설   북수원자이 렉스비아   월 분양,  [머니투데이 유엄식 기자] [ 가구 대단지  전용    가구 일반분양]북수원자이 렉스비아 단지 조감도   사진제공 GS건설GS건설은 경기도 수원시 장안구 정자동   일대에 들어서는  북수원자이 렉스비아 를  월 분양한다고  일 밝혔다 수원시 정자지구 재개발 단지로 지하  층 지상 최고  층   개 동   가구로 조성된다  수원에 짓는 단일 브랜드 아파트 중 처음으로  가구가 넘는 대규모 단지다 전용면적    가구를 일반분양한다  면적별 공급물량은    가구    가구    가구    가구    가구 등이다 인근에 지하철 호선 성균관대역이 있고 경수대로  영동고속도로 등 광역교통망을 갖췄다  단지 도보권에  년 인덕원 동탄 복선전철 북수원역이 개통할 예정이다  이를 통해 사당역  강남역 등 서울 도심권으로 빠르게 이동할 수 있다  파장초  다솔초  천천초  천천중  천천고 등 도보권에 학교가 있고 수원에서 유명한 정자동 학원가도 가깝다  홈플러스  롯데마트 등 대형마트가 가깝고 화서역 인근에는  년 스타필드수원이 문을 연다 단지 모든 가구를 남향 위주로 배치해서 일조권과 채광이 양호하다  GS건설이 새롭게 선보이는 커뮤니티시설  클럽 자이안 에는 피트니스센터  GX룸  실내골프연습장 등이 들어선다 견본주택은 현장 내에 마련되며 입주는  년 말 예정이다 GS건설 분양 관계자는  수원 북부지역 랜드마크 단지가 될 수 있도록 평면 및 마감재뿐 아니라 단지 내 조경  커뮤니티시설 등의 차별화에 심혈을 기울이겠다 고 말했다 유엄식 기자 usyoo mt co kr 부동산 투자는 [부릿지] 조 변호사의 가정상담소 줄리아 투자노트  저작권자    돈이 보이는 리얼타임 뉴스  머니투데이  무단전재 및 재배포 금지 ,2021-02-09,13:00:00,2021-02-09,0
667,2021-02-09 13:00,GS건설   북수원자이 렉스비아   월 분양,  [머니투데이 유엄식 기자] [ 가구 대단지  전용    가구 일반분양]북수원자이 렉스비아 단지 조감도   사진제공 GS건설GS건설은 경기도 수원시 장안구 정자동   일대에 들어서는  북수원자이 렉스비아 를  월 분양한다고  일 밝혔다 수원시 정자지구 재개발 단지로 지하  층 지상 최고  층   개 동   가구로 조성된다  수원에 짓는 단일 브랜드 아파트 중 처음으로  가구가 넘는 대규모 단지다 전용면적    가구를 일반분양한다  면적별 공급물량은    가구    가구    가구    가구    가구 등이다 인근에 지하철 호선 성균관대역이 있고 경수대로  영동고속도로 등 광역교통망을 갖췄다  단지 도보권에  년 인덕원 동탄 복선전철 북수원역이 개통할 예정이다  이를 통해 사당역  강남역 등 서울 도심권으로 빠르게 이동할 수 있다  파장초  다솔초  천천초  천천중  천천고 등 도보권에 학교가 있고 수원에서 유명한 정자동 학원가도 가깝다  홈플러스  롯데마트 등 대형마트가 가깝고 화서역 인근에는  년 스타필드수원이 문을 연다 단지 모든 가구를 남향 위주로 배치해서 일조권과 채광이 양호하다  GS건설이 새롭게 선보이는 커뮤니티시설  클럽 자이안 에는 피트니스센터  GX룸  실내골프연습장 등이 들어선다 견본주택은 현장 내에 마련되며 입주는  년 말 예정이다 GS건설 분양 관계자는  수원 북부지역 랜드마크 단지가 될 수 있도록 평면 및 마감재뿐 아니라 단지 내 조경  커뮤니티시설 등의 차별화에 심혈을 기울이겠다 고 말했다 유엄식 기자 usyoo mt co kr 부동산 투자는 [부릿지] 조 변호사의 가정상담소 줄리아 투자노트  저작권자    돈이 보이는 리얼타임 뉴스  머니투데이  무단전재 및 재배포 금지 ,2021-02-09,13:00:00,2021-02-09,0
668,2021-02-09 16:13,GS건설   북수원자이 렉스비아   월 분양 예정,  GS건설이 수원에  가구가 넘는 대단지 자이 Xi  아파트를 선보인다 GS건설은 경기도 수원시 장안구 정자동   일대 들어서는 북수원자이 렉스비아를  월 분양할 예정이라고  일 밝혔다 수원시  구역 정자지구 을 재개발하는 북수원자이 렉스비아는 지하  층 지상 최고  층  개 동 총  가구의 대단지 아파트다  이 가운데 전용면적    가구가 일반분양된다  전용면적 별로는    가구    가구    가구    가구    가구 등이다 북수원자이 렉스비아 조감도 GS건설 제공북수원자이 렉스비아의 단지 명으로 쓰인  렉스비아 는 라틴어로 임금  왕이라는 뜻을 가진  렉스 Rex 와 길  도로의 의미를 지닌  비아 Via 의 합성어다  주변이 조선 말기 정조대왕이 수원을 행차할 때 오갔던 길이라는 뜻에서 따왔다  수원도시기본계획에 따르면  북수원자이 렉스비아의 도보권에  년 인덕원 동탄 복선전철 북수원역이 개통 예정이다  북수원역 개통 시 환승을 통해 사당역과 강남역 등 서울 도심권으로 더욱 빠르게 이동할 수 있다  또 인근에는 지하철  호선 성균관대역이 있으며  경수대로 번 국도  영동고속도로 북수원 IC  과천봉담도시고속화도로 등 광역교통망도 잘 갖춰져 있어 서울 강남권과 과천으로 접근성이 뛰어나다 또 파장초  다솔초  천천초  천천중  천천고 등 도보권 내 학교가 있으며  수원 유명 학원가인 정자동 학원가도 근거리에 위치해 교육환경도 양호하다  재래시장인 북수원시장과 홈플러스  롯데마트 등의 대형마트가 인근에 있으며  화서역 인근에는 스타필드수원이  년 개장할 예정이다 정자공원  만석공원 등 주변 공원이 많은 것도 강점이다  특히 만석공원은 만석거 구 일왕저수지 를 중심으로 산책로  중앙호수공원  테니스장  게이트볼장  축구장  다목적 운동장 등이 마련돼 있다 북수원자이 렉스비아는 전 가구 남향 위주로 배치돼 일조권과 채광이 양호하다  GS건설이 새롭게 선보이는 커뮤니티시설인  클럽 자이안 에는 피트니스센터  GX룸  실내골프연습장 등의 시설이 들어선다 GS건설 분양 관계자는  수원지역에  가구가 넘는 대단지 자이 아파트를 단독으로 공급하는 것은 이번이 처음 이라며   북수원자이 렉스비아를 수원 북부 관문에 위치한 랜드마크가 될 수 있도록 평면 및 마감재뿐만 아니라 단지 내 조경  커뮤니티시설 등을 차별화에 심혈을 기울이겠다 고 했다 견본주택은 현장 내 마련되며  입주는  년 말 예정이다 [연지연 기자 actress chosunbiz com]  네이버에서  명품 경제뉴스  조선비즈를 구독하세요 계약 직전인데  주차장 연결 안된다  아파트 당첨자  분통 조원 VR 시장 페북이 띄우고 애플 참전  삼성도 재진격 저작권자   조선비즈  무단 전재 및 재배포 금지  ,2021-02-09,16:13:00,2021-02-10,1
669,2021-02-09 16:13,GS건설   북수원자이 렉스비아   월 분양 예정,  GS건설이 수원에  가구가 넘는 대단지 자이 Xi  아파트를 선보인다 GS건설은 경기도 수원시 장안구 정자동   일대 들어서는 북수원자이 렉스비아를  월 분양할 예정이라고  일 밝혔다 수원시  구역 정자지구 을 재개발하는 북수원자이 렉스비아는 지하  층 지상 최고  층  개 동 총  가구의 대단지 아파트다  이 가운데 전용면적    가구가 일반분양된다  전용면적 별로는    가구    가구    가구    가구    가구 등이다 북수원자이 렉스비아 조감도 GS건설 제공북수원자이 렉스비아의 단지 명으로 쓰인  렉스비아 는 라틴어로 임금  왕이라는 뜻을 가진  렉스 Rex 와 길  도로의 의미를 지닌  비아 Via 의 합성어다  주변이 조선 말기 정조대왕이 수원을 행차할 때 오갔던 길이라는 뜻에서 따왔다  수원도시기본계획에 따르면  북수원자이 렉스비아의 도보권에  년 인덕원 동탄 복선전철 북수원역이 개통 예정이다  북수원역 개통 시 환승을 통해 사당역과 강남역 등 서울 도심권으로 더욱 빠르게 이동할 수 있다  또 인근에는 지하철  호선 성균관대역이 있으며  경수대로 번 국도  영동고속도로 북수원 IC  과천봉담도시고속화도로 등 광역교통망도 잘 갖춰져 있어 서울 강남권과 과천으로 접근성이 뛰어나다 또 파장초  다솔초  천천초  천천중  천천고 등 도보권 내 학교가 있으며  수원 유명 학원가인 정자동 학원가도 근거리에 위치해 교육환경도 양호하다  재래시장인 북수원시장과 홈플러스  롯데마트 등의 대형마트가 인근에 있으며  화서역 인근에는 스타필드수원이  년 개장할 예정이다 정자공원  만석공원 등 주변 공원이 많은 것도 강점이다  특히 만석공원은 만석거 구 일왕저수지 를 중심으로 산책로  중앙호수공원  테니스장  게이트볼장  축구장  다목적 운동장 등이 마련돼 있다 북수원자이 렉스비아는 전 가구 남향 위주로 배치돼 일조권과 채광이 양호하다  GS건설이 새롭게 선보이는 커뮤니티시설인  클럽 자이안 에는 피트니스센터  GX룸  실내골프연습장 등의 시설이 들어선다 GS건설 분양 관계자는  수원지역에  가구가 넘는 대단지 자이 아파트를 단독으로 공급하는 것은 이번이 처음 이라며   북수원자이 렉스비아를 수원 북부 관문에 위치한 랜드마크가 될 수 있도록 평면 및 마감재뿐만 아니라 단지 내 조경  커뮤니티시설 등을 차별화에 심혈을 기울이겠다 고 했다 견본주택은 현장 내 마련되며  입주는  년 말 예정이다 [연지연 기자 actress chosunbiz com]  네이버에서  명품 경제뉴스  조선비즈를 구독하세요 계약 직전인데  주차장 연결 안된다  아파트 당첨자  분통 조원 VR 시장 페북이 띄우고 애플 참전  삼성도 재진격 저작권자   조선비즈  무단 전재 및 재배포 금지  ,2021-02-09,16:13:00,2021-02-10,1
670,2021-02-09 18:20,GS건설  가구  북수원자이  내달 분양,  GS건설이 다음 달 경기도 수원에  가구가 넘는 대단지 자이 Xi  아파트를 선보인다    GS건설은 경기도 수원시 장안구 정자동에 들어서는 북수원자이 렉스비아 조감도 를  월 분양할 예정이라고  일 밝혔다  수원시  구역 정자지구 을 재개발하는 북수원자이 렉스비아는 지하  층  지상 최고  층  개동 총  가구의 대단지 아파트다  이 가운데 전용면적    가구가 일반분양된다  전용면적 별로는    가구    가구    가구    가구    가구 등이다    북수원자이 렉스비아는  년 개통 예정인 인덕원 동탄 복선전철 북수원역을 도보로 이용할 수 있다  사당역과 강남역 등을 환승을 통해 빠르게 이동할 수 있다  또 인근에 지하철  호선 성균관대역이 있고  경수대로 번 국도  영동고속도로 북수원 IC  등 광역교통망도 잘 갖춰져 있다  파장초  다솔초  천천초  천천중  천천고 등 학교를 도보로 이용 가능하다   hoya fnnews com 김동호 기자   헉  소리나는 스 토리 뉴스 [헉스]   아는 척 하고 싶은 당신을 위한 [두유노우]  날로먹고 구워먹는 금융이슈 [파인애플]    저작권자   파이낸셜뉴스  무단 전재 재배포 금지 ,2021-02-09,18:20:00,2021-02-10,1
671,2021-02-09 18:20,GS건설  가구  북수원자이  내달 분양,  GS건설이 다음 달 경기도 수원에  가구가 넘는 대단지 자이 Xi  아파트를 선보인다    GS건설은 경기도 수원시 장안구 정자동에 들어서는 북수원자이 렉스비아 조감도 를  월 분양할 예정이라고  일 밝혔다  수원시  구역 정자지구 을 재개발하는 북수원자이 렉스비아는 지하  층  지상 최고  층  개동 총  가구의 대단지 아파트다  이 가운데 전용면적    가구가 일반분양된다  전용면적 별로는    가구    가구    가구    가구    가구 등이다    북수원자이 렉스비아는  년 개통 예정인 인덕원 동탄 복선전철 북수원역을 도보로 이용할 수 있다  사당역과 강남역 등을 환승을 통해 빠르게 이동할 수 있다  또 인근에 지하철  호선 성균관대역이 있고  경수대로 번 국도  영동고속도로 북수원 IC  등 광역교통망도 잘 갖춰져 있다  파장초  다솔초  천천초  천천중  천천고 등 학교를 도보로 이용 가능하다   hoya fnnews com 김동호 기자   헉  소리나는 스 토리 뉴스 [헉스]   아는 척 하고 싶은 당신을 위한 [두유노우]  날로먹고 구워먹는 금융이슈 [파인애플]    저작권자   파이낸셜뉴스  무단 전재 재배포 금지 ,2021-02-09,18:20:00,2021-02-10,1
